optimal distance,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60,m61,m62,m63,m64,m65,m66,m67,m68,m69,m70,m71,m72,m73,m74,m75,m76,m77,m78,m79,m80
52,15,4,12,7,5,13,6,14,9,1,0,2,11,8,10,3,1,1,3,0,2,0,3,1,3,0,2,2,1,3,1,3,0,3,0,2,1,2,1,1,3,3,0,0,2,1,2,2,0,3,0,2,1,1,1,3,3,3,0,2,2,2,1,3,0,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,5,1,9,2,0,15,7,4,13,6,3,14,11,8,12,10,0,3,3,1,1,1,2,0,2,1,3,0,0,0,2,1,1,2,0,0,3,1,1,3,0,0,3,1,2,2,2,1,1,3,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2,11,5,12,14,7,3,9,10,13,6,1,8,4,0,15,2,0,0,2,2,1,1,3,0,0,0,3,3,1,1,2,2,2,1,3,3,0,0,3,0,2,1,3,1,1,2,0,2,0,0,3,1,1,3,0,2,1,2,2,0,0,3,3,3,1,1,2,2,0,3,1,2,2,0,3,1,1,3,3,,,,,,,,,,,,,,,,
55,13,5,0,9,3,2,8,1,11,6,10,4,15,14,12,7,1,1,2,2,0,0,2,1,1,1,3,0,0,2,1,1,3,0,3,0,0,2,1,1,3,0,3,1,2,1,3,0,0,0,2,1,1,3,0,0,2,1,2,2,0,3,3,1,2,2,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
50,12,1,15,4,9,2,10,3,7,13,8,0,6,5,11,14,1,3,0,0,0,2,1,1,3,3,1,3,0,0,2,0,2,1,3,1,3,0,0,2,1,1,2,0,3,1,1,2,0,0,0,3,1,3,1,2,0,2,2,0,3,1,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,13,10,3,2,15,4,11,6,12,0,8,7,14,1,5,9,1,3,3,0,2,2,1,3,1,2,1,3,0,2,2,0,0,3,3,1,1,3,1,2,2,0,2,0,3,3,1,2,2,1,3,3,0,2,0,3,1,3,0,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,10,0,3,1,12,4,15,9,2,6,5,7,14,11,13,8,1,2,0,3,1,3,0,0,0,2,1,1,3,3,0,0,2,2,1,2,0,3,1,3,1,1,3,0,0,2,1,1,2,0,2,0,3,3,1,2,2,0,0,3,3,1,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2,10,15,7,6,9,3,4,13,1,8,11,5,0,14,12,3,0,3,0,2,1,1,1,3,3,0,2,0,3,1,2,1,2,2,0,0,0,3,3,1,1,2,0,0,3,3,1,2,1,2,2,0,0,3,3,1,1,2,0,0,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,8,3,15,1,5,13,14,10,9,12,7,4,2,6,11,0,0,3,1,1,3,0,2,1,3,3,0,0,2,1,1,2,2,0,3,3,0,2,0,3,3,1,2,0,2,1,2,1,3,1,3,0,0,2,0,2,1,1,3,3,3,0,2,0,2,2,1,1,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
55,11,12,2,5,0,13,1,10,6,7,8,15,14,9,3,4,3,0,0,2,2,0,2,1,3,0,3,1,2,0,2,1,3,1,3,1,2,2,0,0,3,1,3,3,0,2,1,1,3,0,0,0,2,2,1,1,1,3,3,0,0,0,2,2,1,1,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
48,12,0,13,10,2,14,7,4,1,6,9,3,5,8,11,15,0,2,0,2,0,2,1,3,1,1,3,0,0,2,1,3,0,0,2,1,1,2,1,3,3,0,2,0,3,3,0,2,1,3,1,2,2,2,0,3,3,3,1,2,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,4,14,0,6,15,3,1,9,7,12,13,5,11,2,10,8,1,2,1,3,0,0,3,1,1,2,0,0,3,1,3,0,2,2,2,1,1,3,0,3,1,1,3,0,0,2,1,1,2,0,0,3,1,1,2,2,0,3,1,3,3,0,0,0,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,13,3,2,9,0,12,11,1,15,6,4,10,7,8,5,14,3,1,2,1,2,2,0,0,3,3,1,2,1,1,2,0,3,0,2,1,3,1,3,0,3,0,2,2,0,3,3,1,2,1,2,0,3,1,3,1,2,2,0,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,15,13,14,10,11,5,1,3,7,2,0,9,4,8,6,12,1,3,1,2,1,3,0,3,0,0,2,2,1,1,3,0,2,1,3,3,0,0,2,2,1,1,3,3,3,1,2,2,0,3,0,0,3,1,1,1,2,0,0,2,0,3,3,1,1,2,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0,1,9,2,3,6,7,13,8,5,4,12,11,14,15,10,0,0,2,1,1,1,2,0,0,0,2,1,1,3,0,2,0,3,3,1,1,3,0,2,1,1,2,0,2,1,3,3,3,0,2,0,2,0,3,3,1,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,8,11,4,3,9,5,1,15,6,2,10,14,0,7,12,13,3,0,0,3,0,2,2,1,2,1,3,0,3,1,1,2,0,0,3,3,1,1,2,2,0,0,3,0,3,1,2,0,2,2,1,3,3,0,2,2,1,1,3,0,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,7,9,12,11,6,0,2,4,3,15,5,13,1,8,14,10,0,2,1,2,0,3,1,3,0,3,1,1,2,2,2,0,3,1,3,0,2,1,1,2,0,0,3,1,3,3,0,2,0,2,1,3,1,1,3,0,2,1,2,2,0,0,3,3,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,14,7,9,1,10,8,4,3,15,11,0,13,6,2,12,5,2,1,1,2,0,3,1,2,1,3,0,3,0,3,1,1,2,0,0,0,3,1,2,2,1,3,3,0,2,0,2,1,2,0,3,1,2,1,3,0,3,1,3,1,2,0,2,0,3,3,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
46,6,8,5,3,4,15,14,9,10,7,13,2,1,12,0,11,3,0,3,1,1,2,0,3,1,2,2,0,0,3,1,2,2,0,3,3,1,3,1,2,1,2,0,3,1,3,0,0,2,2,2,1,3,0,2,0,3,3,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,6,3,4,2,1,8,9,13,15,5,10,0,11,7,12,14,1,3,1,2,2,1,2,0,0,0,3,3,3,1,1,2,0,0,2,1,1,1,3,0,0,2,1,1,2,0,0,3,1,1,3,0,3,0,2,0,2,1,1,2,0,0,3,1,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,5,7,9,13,15,0,3,4,10,14,2,12,8,11,6,1,1,1,2,0,3,1,1,2,0,0,0,3,1,1,3,1,3,0,0,2,1,1,3,0,0,2,0,2,1,1,3,1,2,2,0,3,0,2,1,3,3,1,3,0,2,0,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,5,13,7,4,1,6,0,12,15,3,14,11,8,2,10,9,1,2,2,0,3,1,1,1,3,0,0,0,2,1,3,3,1,1,2,0,2,0,3,1,1,2,0,2,1,3,0,0,2,1,3,0,2,0,3,1,1,3,3,0,2,0,3,1,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2,7,12,15,10,14,3,9,0,5,4,11,13,6,8,1,3,0,0,0,3,1,1,2,0,2,0,3,3,1,3,1,2,2,2,1,3,3,3,0,2,2,0,3,1,1,2,0,3,0,2,1,2,0,3,3,1,2,0,0,3,1,3,0,2,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2,1,7,14,6,3,4,9,8,11,0,5,12,15,10,13,0,2,2,2,1,3,3,1,2,0,0,3,1,1,1,2,2,0,0,3,0,3,1,1,1,2,0,0,3,1,3,1,2,2,2,0,0,0,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,14,8,3,5,1,9,6,15,0,7,2,4,10,13,11,12,0,3,1,2,2,0,3,3,0,2,2,0,3,3,1,2,2,0,3,3,1,2,1,1,3,0,0,3,0,2,2,1,1,1,3,0,3,1,2,0,0,3,1,2,0,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,5,7,8,13,0,2,12,14,4,15,9,3,11,6,10,1,2,2,0,3,3,3,0,0,2,1,3,0,2,2,1,1,3,1,2,0,0,3,1,1,3,0,0,2,0,3,1,2,1,2,0,2,1,3,1,2,0,0,0,3,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,8,6,7,1,14,5,15,12,3,9,2,10,13,0,11,4,1,3,3,0,0,2,0,2,1,1,3,0,0,2,1,1,3,3,0,2,1,1,2,0,0,3,1,2,2,0,3,3,0,2,2,1,1,1,3,0,3,3,0,0,2,2,1,2,1,3,0,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
56,13,12,15,0,6,14,2,8,9,5,7,4,1,11,3,10,1,3,3,0,3,0,0,2,2,2,1,1,1,3,0,3,0,2,2,1,1,3,0,3,0,0,2,2,1,1,1,3,3,3,0,2,0,3,0,2,2,2,1,3,3,3,0,2,2,2,1,3,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
53,8,6,13,12,9,0,14,2,7,5,3,15,11,4,1,10,0,2,2,1,3,3,0,2,2,0,3,3,0,3,1,1,2,0,3,1,1,2,0,2,0,3,1,3,0,2,0,3,1,1,2,0,0,2,2,1,3,3,0,2,1,1,2,1,3,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,9,7,8,15,5,3,11,13,10,1,0,4,12,2,6,14,0,0,3,3,1,1,2,0,3,1,2,2,0,0,3,1,1,2,0,0,0,3,1,3,3,1,2,0,0,2,1,1,3,0,2,2,0,3,3,1,3,1,2,0,2,2,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1,11,9,15,10,5,4,6,7,14,0,13,12,8,2,3,0,0,3,1,3,3,1,2,0,0,0,2,1,1,1,3,0,3,1,2,0,0,0,2,1,1,2,1,3,3,0,0,3,1,2,2,2,1,3,3,0,2,0,2,0,3,3,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,6,0,14,11,2,5,13,4,7,9,15,3,12,10,8,1,2,1,3,0,3,1,2,0,3,0,2,2,2,0,3,1,1,2,1,3,0,2,0,0,3,1,3,0,2,1,3,1,1,2,0,0,3,1,3,1,2,2,0,2,0,3,0,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1,12,6,15,14,13,2,10,8,9,0,5,4,7,11,3,3,0,3,1,3,0,0,2,2,1,3,3,0,2,0,2,1,2,1,1,3,3,0,0,0,3,1,2,2,1,2,0,0,3,3,1,1,3,0,0,2,1,1,2,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,14,8,2,9,15,6,7,11,0,3,5,4,1,13,12,10,3,1,3,1,2,0,0,3,1,1,2,0,2,2,0,3,1,2,1,3,3,1,2,2,0,3,0,3,1,2,1,3,0,2,0,3,0,2,1,3,3,1,1,2,2,2,0,0,3,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1,15,6,12,14,10,9,13,3,4,0,7,2,11,8,5,3,3,0,2,1,3,1,3,1,2,2,0,0,3,1,3,0,0,2,1,3,0,2,2,1,3,1,1,2,0,2,1,3,0,2,0,3,3,1,2,2,0,0,3,3,1,1,1,3,0,0,2,0,3,1,2,1,2,1,3,3,,,,,,,,,,,,,,,,,,,
50,1,7,0,5,10,3,9,12,15,11,8,6,4,13,2,14,1,1,2,2,0,3,1,3,3,0,2,0,2,1,1,3,0,0,2,1,1,1,2,0,0,3,1,1,3,0,0,2,0,3,3,1,2,2,1,1,2,0,0,0,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,5,7,3,8,13,1,12,11,4,0,6,10,9,2,15,14,2,2,1,2,0,0,3,3,1,2,1,3,0,3,0,2,0,2,1,1,2,0,0,3,1,3,0,3,1,2,1,3,1,2,2,0,3,0,0,2,1,2,1,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,3,13,1,0,8,2,9,5,15,10,14,7,11,4,12,6,1,3,1,2,2,0,3,0,2,1,2,0,3,3,3,1,2,2,2,1,1,3,0,0,2,1,1,3,0,3,1,3,0,0,2,0,2,2,1,3,1,2,1,3,3,0,0,2,1,1,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2,12,10,11,15,5,9,14,13,1,3,8,7,6,0,4,1,1,3,1,2,2,0,3,0,2,0,3,1,3,1,3,1,2,2,2,0,0,3,3,1,3,0,0,2,2,1,3,3,0,2,2,1,1,3,0,2,1,2,0,0,3,1,2,1,3,3,3,1,2,2,0,3,1,3,,,,,,,,,,,,,,,,,,,,,
52,10,11,4,7,14,3,12,13,8,0,15,2,1,5,6,9,2,0,2,1,3,0,3,3,0,2,2,2,1,3,3,3,1,2,1,2,0,0,3,0,2,2,1,3,1,3,0,3,1,1,2,0,0,0,3,1,1,1,2,2,2,0,3,3,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1,10,14,6,8,2,9,3,7,5,4,12,0,11,13,15,0,0,2,1,1,3,0,2,2,2,0,3,0,3,3,1,1,2,2,2,0,3,0,3,3,1,1,2,1,3,0,2,2,0,2,1,1,3,0,2,0,0,3,1,3,0,2,1,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,4,2,5,6,10,3,14,15,7,13,9,11,0,12,1,8,0,0,0,2,1,1,3,3,3,1,2,0,0,0,3,1,1,2,0,2,1,1,3,0,2,0,3,3,1,2,2,0,0,3,1,1,2,1,2,0,0,0,3,1,1,2,0,3,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,14,3,10,0,12,15,1,5,13,8,9,4,7,6,2,11,1,2,1,3,0,0,2,1,3,0,0,2,1,1,3,3,3,0,0,2,1,2,0,3,1,2,1,3,1,2,2,0,3,3,3,0,2,2,1,1,3,0,3,0,0,2,2,1,1,1,3,0,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,
57,7,13,9,6,11,1,15,5,4,2,10,8,12,14,3,0,0,0,3,1,1,1,3,0,0,2,1,2,0,2,0,3,3,1,2,1,3,1,3,0,0,2,1,2,0,3,1,2,1,3,0,2,2,0,3,0,2,1,3,3,1,2,2,1,3,0,2,0,3,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,
48,6,0,1,5,8,3,9,14,4,2,11,10,13,7,12,15,2,0,2,0,0,2,1,1,3,3,0,2,1,3,1,2,2,0,3,3,3,0,2,1,3,1,2,0,2,0,0,3,1,2,1,1,3,0,0,3,0,2,1,2,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,10,2,3,12,11,15,4,6,5,14,0,8,7,1,13,9,0,3,1,1,2,0,3,3,0,2,2,1,3,1,1,2,2,0,0,0,3,3,1,1,2,1,2,0,0,3,1,2,1,3,3,0,0,2,0,3,1,1,3,0,0,2,1,1,3,1,2,0,3,0,2,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,
55,11,7,12,2,15,0,4,9,13,10,3,1,14,5,6,8,1,1,2,0,0,3,1,1,1,3,0,0,2,1,1,3,3,0,0,0,2,1,2,1,2,0,3,1,2,1,3,0,3,1,2,0,0,3,1,3,1,2,2,0,3,3,0,0,2,1,2,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
56,13,1,15,11,10,2,3,7,14,9,12,0,6,4,8,5,3,0,3,0,3,1,1,2,1,2,0,3,0,2,1,1,2,0,0,3,0,2,1,1,3,1,3,0,2,0,0,3,3,1,1,1,2,0,0,2,0,3,3,1,1,2,0,3,1,2,2,0,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,
57,10,11,1,15,8,3,12,14,9,13,0,4,5,7,2,6,0,0,3,1,3,1,2,2,0,0,3,1,1,2,0,3,3,3,0,0,2,2,1,2,0,3,1,1,3,3,0,2,0,2,1,2,1,3,3,3,1,2,2,0,3,3,0,0,2,1,2,1,3,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,
52,0,7,4,5,1,15,13,8,3,12,6,11,10,2,14,9,0,3,1,1,2,2,0,3,0,2,1,3,1,1,2,0,0,0,3,1,1,1,3,0,0,2,1,3,1,3,0,0,0,2,1,1,3,0,2,2,1,3,1,2,2,0,3,0,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,3,12,11,0,15,13,4,14,8,1,6,5,2,9,7,10,1,3,0,2,1,2,0,3,1,3,0,3,1,2,0,2,1,3,1,1,2,2,0,0,3,1,1,2,0,0,3,1,3,3,0,0,2,2,1,2,0,3,1,1,3,0,3,1,1,2,2,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
61,6,15,13,11,10,14,0,4,5,9,7,2,3,8,12,1,1,1,3,0,2,1,3,3,0,2,0,0,3,3,1,1,2,0,0,2,1,3,1,2,0,2,1,1,3,3,3,0,2,1,2,0,3,0,2,0,2,1,1,3,0,0,3,3,1,2,1,2,0,0,2,1,1,1,3,3,3,,,,,,,,,,,,,,,,,,,
50,14,8,4,6,3,7,2,13,10,9,15,0,5,12,1,11,1,2,0,0,0,2,1,1,1,3,0,0,3,1,1,2,0,0,3,0,2,2,1,3,3,0,3,1,1,2,0,3,1,2,2,0,3,0,2,2,1,3,3,1,2,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,5,13,14,6,11,1,2,9,3,0,4,8,10,15,12,7,0,2,1,1,1,2,0,2,0,3,0,3,1,1,2,2,0,0,3,3,1,3,0,2,1,3,1,2,1,3,0,2,2,0,3,0,3,1,1,2,2,0,2,1,1,3,0,2,1,3,3,0,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,
52,1,6,0,7,12,13,11,9,10,3,5,2,8,14,4,15,0,0,0,2,2,1,3,3,0,2,1,1,1,3,0,2,1,2,0,2,0,3,0,3,1,2,1,3,3,0,2,0,2,1,1,2,0,0,3,1,1,3,1,2,2,0,3,0,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,6,2,9,11,12,13,8,14,0,15,10,7,3,5,4,1,0,2,1,1,3,3,0,0,2,1,2,0,3,1,2,1,3,3,0,2,2,1,2,0,0,3,1,1,3,1,2,2,0,3,3,3,1,2,2,0,3,3,1,2,2,0,3,0,2,1,2,0,3,1,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,
63,2,9,12,8,7,10,15,5,1,3,14,13,11,6,4,0,3,0,3,1,1,2,0,2,2,1,3,3,0,2,0,0,3,3,1,1,2,0,3,1,1,2,0,2,0,3,0,3,1,1,2,2,2,0,0,3,1,1,2,1,3,3,0,0,2,1,2,0,0,3,3,1,2,1,1,3,0,3,1,,,,,,,,,,,,,,,,,
53,3,7,9,15,2,13,1,8,4,10,11,12,5,0,6,14,0,3,3,1,2,0,2,0,0,3,3,3,1,2,1,3,0,2,2,0,3,3,1,2,2,0,3,1,1,1,2,2,0,0,0,3,1,1,1,2,0,0,3,3,1,2,0,0,3,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,7,12,10,13,15,2,5,6,0,3,14,11,1,9,8,4,1,2,1,1,3,3,0,0,2,1,3,3,1,2,2,0,2,0,0,3,3,1,1,3,0,0,2,1,1,2,0,3,3,1,2,2,2,0,0,3,1,3,1,2,2,1,3,0,2,0,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
51,3,13,8,15,9,0,5,6,1,12,10,7,14,2,11,4,3,3,3,0,0,0,2,2,1,2,1,3,3,3,0,2,2,1,3,1,2,0,0,2,0,3,3,3,1,2,0,2,1,3,1,2,2,0,3,3,0,2,1,1,1,2,0,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,6,3,2,7,0,1,8,12,13,4,5,14,10,15,11,9,0,2,1,1,2,1,3,0,2,2,0,3,3,1,1,2,2,0,0,0,3,1,2,1,3,0,0,3,1,1,3,1,2,0,3,0,0,2,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,13,11,2,14,8,0,12,15,5,9,6,4,1,3,10,7,2,0,0,3,1,3,1,3,0,0,2,0,3,1,2,2,0,3,1,1,3,0,0,2,1,2,0,2,1,3,0,3,1,2,1,3,1,2,0,2,1,3,0,3,3,0,2,1,3,1,2,2,0,0,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,
52,4,10,0,5,3,1,12,15,6,14,9,11,13,2,7,8,0,3,3,1,2,0,0,3,1,2,2,1,3,0,2,0,3,1,1,2,0,0,2,1,1,3,0,0,0,3,1,3,0,2,1,1,2,0,0,2,1,1,1,3,0,0,2,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,13,0,5,15,1,7,10,11,12,4,6,3,9,2,14,8,0,3,1,3,3,0,0,0,2,1,1,3,0,2,2,2,0,3,1,2,1,1,3,0,3,0,2,2,1,3,3,0,3,1,2,1,2,0,0,3,1,2,0,2,0,3,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,7,2,12,8,11,4,6,13,0,14,5,9,10,3,1,15,2,2,0,2,0,3,1,3,0,2,0,3,1,3,1,1,2,0,0,3,1,1,2,0,2,0,2,0,3,1,3,1,2,1,2,0,0,3,1,1,3,0,2,2,1,3,0,0,3,1,3,0,0,2,1,1,3,0,2,1,3,1,,,,,,,,,,,,,,,,,,
56,9,11,7,14,8,4,13,3,15,6,5,12,0,1,10,2,1,3,0,2,2,2,1,3,3,3,0,2,2,2,1,3,3,1,1,3,0,2,2,1,2,0,0,3,0,2,1,1,3,0,3,3,1,2,1,2,0,3,0,0,3,1,1,1,2,2,2,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,
60,3,13,14,2,7,10,5,0,15,11,4,8,12,1,6,9,1,2,1,1,2,0,0,0,3,1,1,3,0,3,1,2,2,2,0,3,3,0,2,2,1,3,3,1,2,1,2,0,3,0,0,3,1,1,1,3,0,0,2,1,1,2,0,0,0,3,1,1,3,1,2,2,0,3,3,1,,,,,,,,,,,,,,,,,,,,
42,6,2,9,8,1,12,10,3,5,4,7,11,0,15,13,14,1,1,2,0,0,0,3,1,2,2,2,0,3,3,1,1,2,2,1,3,3,0,2,0,2,1,3,0,2,0,3,1,3,3,0,2,2,1,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,15,11,7,4,8,1,6,12,14,0,3,5,13,2,9,10,1,3,1,1,3,0,0,0,2,2,1,3,1,3,0,2,0,3,1,2,1,1,3,0,0,3,1,1,2,0,0,3,0,2,2,1,1,2,1,3,0,3,0,2,2,1,3,0,2,0,3,1,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,
52,1,3,2,4,11,0,5,10,15,9,6,13,14,7,8,12,1,3,0,2,2,1,1,2,0,3,3,3,1,1,2,2,0,2,1,3,0,0,2,1,1,3,0,0,2,0,3,1,1,3,0,0,3,1,1,1,2,0,0,0,3,1,1,1,2,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,3,6,2,4,10,15,1,5,12,13,8,0,7,9,11,14,0,3,3,1,2,1,1,2,2,0,3,0,3,0,2,1,1,3,0,2,1,1,3,0,3,0,0,2,2,1,1,2,0,0,3,1,1,1,2,0,0,3,1,1,2,0,3,1,3,0,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2,0,14,4,5,13,3,15,12,6,11,10,1,7,9,8,0,2,1,3,0,3,0,3,1,1,2,2,0,3,0,2,2,1,3,3,0,3,1,2,0,0,3,1,2,0,2,1,2,0,3,1,3,0,3,1,1,1,2,2,0,2,0,3,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,5,9,1,2,13,6,12,8,0,7,4,11,10,3,15,14,2,0,2,1,1,3,0,0,2,0,3,1,3,1,2,0,3,0,2,1,2,1,3,1,2,0,3,3,0,2,2,2,0,3,3,1,2,2,1,1,3,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,5,8,0,2,3,9,14,10,7,4,1,6,15,12,13,11,1,2,1,2,0,0,3,1,3,1,2,2,0,0,3,1,1,1,2,0,0,2,1,1,3,0,3,0,2,0,2,1,3,0,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,11,3,7,9,6,12,4,0,10,2,5,8,15,13,1,14,2,1,2,0,2,1,3,0,3,1,2,1,1,2,0,0,0,3,1,1,3,0,3,0,2,2,1,1,3,3,0,2,1,1,2,0,2,0,0,3,1,3,1,1,2,2,0,0,3,0,3,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
58,8,6,15,13,3,5,10,11,9,2,12,7,1,14,0,4,0,3,0,2,1,3,3,1,3,0,2,1,1,2,2,0,0,3,3,0,3,1,1,1,2,0,3,0,2,1,2,1,2,0,0,3,0,3,1,1,2,1,3,3,0,2,0,2,0,2,1,3,0,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,
47,6,5,11,15,9,1,4,10,8,0,7,14,13,3,12,2,0,0,3,3,3,1,1,2,0,0,3,0,2,2,1,1,2,0,0,3,1,1,3,3,0,2,2,2,1,3,3,1,2,2,0,3,3,1,2,0,0,3,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,9,3,4,10,2,1,5,13,11,14,8,0,15,6,7,12,1,1,2,1,2,0,3,0,2,1,2,0,3,0,2,1,3,3,3,1,1,2,0,0,0,3,1,1,1,2,2,2,0,0,3,1,1,3,0,0,0,2,1,1,1,3,0,0,2,1,3,0,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
60,6,10,9,0,1,13,14,15,2,11,12,7,3,4,5,8,2,0,0,0,3,3,3,1,2,1,3,0,2,2,0,3,3,1,2,1,2,1,2,0,0,3,0,2,1,3,1,1,3,3,0,2,1,2,2,0,0,0,3,1,3,1,2,1,2,0,0,0,3,3,1,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,
51,5,1,11,8,14,0,6,7,9,12,4,3,10,2,15,13,0,0,2,1,1,1,2,2,0,0,3,1,3,3,0,0,2,1,2,0,2,1,1,3,3,1,2,2,0,3,3,1,2,0,0,3,1,3,1,2,0,2,0,0,3,1,3,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,5,15,13,12,8,2,7,1,3,0,14,9,10,6,11,4,1,1,3,0,0,3,0,2,1,2,1,1,3,3,3,0,2,1,2,0,3,0,2,2,0,3,3,1,2,1,3,1,3,0,0,0,2,1,1,3,0,0,2,2,1,2,1,3,1,2,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
51,13,6,7,1,15,14,0,10,12,4,2,9,11,3,8,5,1,3,3,0,2,2,1,1,3,0,0,2,1,1,3,3,0,2,1,1,3,0,2,1,2,0,2,1,3,0,0,2,0,3,3,1,2,2,1,3,3,0,2,1,3,3,0,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
